Brand,Year,Model,UsedOrNew,Transmission,Kilometres,Price,State,Litres
Nissan,2017,Qashqai,USED,Automatic,112491,19500,QLD,2.0
Mitsubishi,2019,Triton,USED,Manual,32832,41900,QLD,2.4
Kia,2019,Stinger,USED,Automatic,87355,57900,QLD,3.3
Ford,2021,Puma,USED,Automatic,8645,29990,VIC,1.0
Kia,2018,Carnival,USED,Automatic,110051,33999,VIC,3.3
Holden,2019,Calais,USED,Automatic,99832,31970,VIC,3.6
Mercedes-Benz,2010,CLC200,USED,Automatic,121110,14888,VIC,1.8
Hyundai,2017,I30,USED,Automatic,33784,24450,VIC,2.0
Ford,2018,Mustang,USED,Automatic,20018,63999,VIC,5.0
Toyota,2019,Camry,USED,Automatic,60038,40990,VIC,2.5
Ford,2018,Ranger,USED,Automatic,159175,45990,VIC,3.2
Kia,2021,Sportage,USED,Automatic,34505,30890,VIC,2.0
Mercedes-Benz,2021,GLC,USED,Automatic,42926,64800,VIC,2.0
Mitsubishi,2017,Outlander,USED,Automatic,104000,28400,VIC,2.3
Suzuki,2019,Jimny,USED,Manual,24577,37705,VIC,1.5
Toyota,2019,RAV4,USED,Automatic,72082,47998,VIC,2.5
BMW,2019,X1,USED,Automatic,100368,38990,QLD,2.0
Jeep,2023,Compass,NEW,Automatic,22,42490,VIC,2.4
BMW,2019,M140I,USED,Automatic,46147,52880,VIC,3.0
Holden,2017,UTE,USED,Automatic,88974,57000,QLD,6.2
Kia,2014,Sportage,USED,Automatic,120673,22963,VIC,2.0
Toyota,2016,Landcruiser,USED,Automatic,113718,48950,VIC,2.8
MG,2022,HS,NEW,Automatic,20,43990,VIC,1.5
Mercedes-Benz,2016,GLC250,USED,Automatic,79288,49868,VIC,2.0
Toyota,2018,Corolla,USED,Automatic,17580,32888,VIC,1.8
Isuzu,2019,D-MAX,USED,Automatic,116314,39975,VIC,3.0
Kia,2020,Sportage,USED,Automatic,35734,33888,VIC,2.0
Mercedes-Benz,2022,GLC,USED,Automatic,24532,71800,VIC,2.0
Holden,2016,Colorado,USED,Automatic,91448,32499,VIC,2.8
Ford,2018,Ranger,USED,Automatic,110585,48888,QLD,3.2
Mitsubishi,2018,Outlander,USED,Automatic,68525,26990,VIC,2.4
Toyota,2002,Corolla,USED,Automatic,95100,9900,VIC,1.8
Ford,2013,Ranger,USED,Automatic,198231,21999,QLD,2.2
Ford,2022,Ranger,USED,Automatic,18412,72888,VIC,2.0
Ford,2000,Falcon,USED,Automatic,84923,11990,VIC,4.0
Volkswagen,2016,Multivan,USED,Automatic,102300,55990,VIC,2.0
Toyota,2005,Hilux,USED,Automatic,309107,19490,VIC,3.0
HSV,2013,Clubsport,USED,Automatic,188547,51490,VIC,6.2
Holden,2013,Barina,USED,Automatic,80423,13990,VIC,1.6
Lexus,2021,IS300,USED,Automatic,18936,67490,VIC,2.0
Hyundai,2016,Genesis,USED,Automatic,135771,24690,VIC,3.8
Ford,2015,Ranger,USED,Automatic,265147,19990,QLD,2.2
Kia,2021,Sorento,USED,Automatic,30738,57990,VIC,2.2
Mercedes-Benz,2013,A200,USED,Automatic,105000,24877,VIC,1.8
Holden,2015,Cascada,USED,Automatic,138834,16950,VIC,1.6
Toyota,2020,Corolla,USED,Automatic,58712,32490,VIC,1.8
Nissan,2015,Pathfinder,USED,Automatic,106085,21990,VIC,3.5
Toyota,2007,Corolla,USED,Automatic,176897,12496,VIC,1.8
Isuzu,2015,D-MAX,USED,Automatic,95211,27888,VIC,3.0
Mitsubishi,2019,ASX,USED,Automatic,33181,27500,VIC,2.0
Hyundai,2017,Santa,USED,Automatic,145937,29888,QLD,3.3
Mitsubishi,2008,Lancer,USED,Manual,152072,6999,VIC,2.0
Suzuki,2023,Jimny,USED,Manual,11,42000,QLD,1.5
Mazda,2022,CX-8,USED,Automatic,10249,61990,VIC,2.2
Mitsubishi,2006,Pajero,USED,Manual,342530,12975,VIC,3.2
Nissan,2021,Navara,USED,Automatic,63638,49999,VIC,2.3
Subaru,2017,WRX,USED,Manual,77502,49990,QLD,2.5
Toyota,2011,Landcruiser,USED,Automatic,221604,34999,VIC,3.0
Toyota,2011,HiAce,USED,Automatic,164915,35988,VIC,3.0
Toyota,2007,Corolla,USED,Automatic,175184,11990,VIC,1.8
BMW,2015,X5,USED,Automatic,62987,47880,VIC,3.0
Kia,2020,Cerato,USED,Automatic,57216,20990,NSW,2.0
Volvo,2019,XC40,USED,Automatic,90960,36990,QLD,2.0
Fiat,2020,500,USED,Automatic,40532,21950,VIC,1.2
Lexus,1998,ES300,USED,Automatic,149123,7888,VIC,3.0
Ford,2008,Falcon,USED,Automatic,205317,13888,VIC,4.0
Mazda,2017,CX-5,USED,Automatic,27154,34990,NSW,2.2
Ford,2017,Everest,USED,Automatic,75041,39499,VIC,3.2
Fiat,2013,500,USED,Automatic,75164,10990,VIC,1.4
Subaru,2019,XV,USED,Automatic,30727,36490,QLD,2.0
Mitsubishi,2015,Triton,USED,Manual,214470,19999,VIC,2.5
Honda,2009,Accord,USED,Automatic,208052,12990,VIC,2.4
Kia,2019,Seltos,USED,Automatic,78121,36990,VIC,1.6
Mazda,2018,CX-8,USED,Automatic,123124,39990,VIC,2.2
Mercedes-Benz,2019,C200,USED,Automatic,40960,56990,VIC,2.0
Ford,2010,Fiesta,USED,Manual,145800,7990,VIC,1.6
Mazda,2021,CX-3,USED,Automatic,26958,28990,VIC,2.0
Kia,2019,Sportage,USED,Automatic,71743,38490,VIC,2.4
Nissan,2015,X-Trail,USED,Automatic,142653,18750,QLD,2.5
Toyota,2005,Landcruiser,USED,Manual,297300,34999,VIC,4.2
Kia,2018,Stinger,USED,Automatic,109163,47705,VIC,3.3
Kia,2021,Sportage,USED,Automatic,17121,64990,VIC,2.0
Subaru,2012,XV,USED,Manual,185230,13999,QLD,2.0
Toyota,2003,Corolla,USED,Automatic,191421,7999,VIC,1.8
Mazda,2021,CX-30,USED,Automatic,6979,35498,VIC,2.0
Mercedes-Benz,2014,GL63,USED,Automatic,107800,62990,VIC,5.5
Mercedes-Benz,2022,GLC,USED,Automatic,25507,72800,VIC,2.0
Mazda,2007,2,USED,Automatic,197765,9999,VIC,1.5
Kia,2021,Seltos,USED,Automatic,29890,34999,VIC,2.0
Toyota,2020,Corolla,USED,Automatic,57270,28990,NSW,1.8
Toyota,2020,Camry,USED,Automatic,45220,39950,VIC,2.5
Audi,2018,Q7,USED,Automatic,156322,48990,QLD,3.0
Toyota,2005,Echo,USED,Automatic,80923,8999,QLD,1.3
Mercedes-Benz,2022,A180,USED,Automatic,3785,59800,VIC,1.3
Ford,2020,Mustang,USED,Automatic,11487,59990,VIC,2.3
Honda,2002,CR-V,USED,Automatic,245388,6990,VIC,2.4
Nissan,2017,Navara,USED,Automatic,98350,40990,VIC,2.3
Holden,2018,Commodore,USED,Automatic,54000,29950,VIC,2.0
Toyota,2016,Landcruiser,USED,Manual,267016,62990,VIC,4.5
Mercedes-Benz,2021,GLC,USED,Automatic,20830,69800,VIC,2.0
Lexus,2014,IS250,USED,Automatic,139898,26990,VIC,2.5
Mazda,2008,CX-9,USED,Automatic,176879,13999,VIC,3.7
BMW,2016,X4,USED,Automatic,50800,46932,VIC,2.0
MG,2022,HS,NEW,Automatic,10,49990,VIC,1.5
Hyundai,2015,Accent,USED,Automatic,103217,15410,VIC,1.6
Mazda,2006,MX-5,USED,Manual,196657,17790,VIC,2.0
Mitsubishi,2013,Lancer,USED,Manual,53414,16490,QLD,2.0
Toyota,2019,Kluger,USED,Automatic,56006,48850,VIC,3.5
Volkswagen,2013,Touareg,USED,Automatic,130000,31999,VIC,3.0
Mercedes-Benz,2019,C200,USED,Automatic,31359,67868,VIC,2.0
Holden,2005,Crewman,USED,Automatic,250131,10989,QLD,3.6
Mercedes-Benz,2023,Vito,USED,Automatic,501,69800,VIC,2.0
Subaru,2012,XV,USED,Manual,110900,13999,QLD,2.0
Toyota,2000,Hilux,USED,Manual,241621,19990,VIC,3.0
Mercedes-Benz,2021,A180,USED,Automatic,29087,49990,VIC,1.3
Holden,2016,Commodore,USED,Automatic,60712,29888,QLD,3.6
Jaguar,2018,XE,USED,Automatic,94507,34888,QLD,2.0
Toyota,2021,Fortuner,USED,Automatic,32875,69490,VIC,2.8
Honda,2016,CR-V,USED,Automatic,46617,24991,QLD,2.0
Nissan,2013,Dualis,USED,Manual,83477,17990,VIC,2.0
Toyota,2023,RAV4,USED,Automatic,50,70500,VIC,2.5
Audi,2018,Q5,USED,Automatic,68954,43490,QLD,2.0
Hyundai,2016,Accent,USED,Automatic,111236,14888,VIC,1.4
Nissan,2016,X-Trail,USED,Automatic,104922,26999,VIC,2.5
Mitsubishi,2015,ASX,USED,Automatic,159820,18990,VIC,2.3
Hyundai,2016,Accent,USED,Automatic,223343,12990,VIC,1.4
Toyota,2016,Hilux,USED,Automatic,260180,41900,VIC,2.8
Peugeot,2021,2008,USED,Automatic,36563,28490,NSW,1.2
Kia,2021,Carnival,USED,Automatic,122545,42888,QLD,2.2
Mazda,2009,6,USED,Automatic,200729,11499,QLD,2.5
Mercedes-Benz,2022,A250,USED,Automatic,2189,64868,VIC,2.0
Toyota,2013,Yaris,USED,Automatic,169747,13499,VIC,1.3
Skoda,2012,Octavia,USED,Automatic,141124,12950,VIC,2.0
Toyota,2017,Hilux,USED,Manual,153203,44987,QLD,2.8
Ford,2010,Focus,USED,Automatic,170000,7990,VIC,2.0
Volkswagen,2015,Tiguan,USED,Automatic,78840,24990,VIC,2.0
Mercedes-Benz,2003,ML350,USED,Automatic,175420,8990,VIC,3.7
Hyundai,2022,I30,USED,Automatic,12449,42705,VIC,1.6
Kia,2014,Optima,USED,Automatic,180713,16990,VIC,2.4
Volkswagen,2018,Tiguan,USED,Automatic,72674,33888,VIC,1.4
Renault,2022,Arkana,NEW,Automatic,22,49990,VIC,1.3
Kia,2022,Sorento,USED,Automatic,17071,59990,VIC,2.2
Toyota,2012,Kluger,USED,Automatic,150459,20906,QLD,3.5
Skoda,2021,Octavia,USED,Automatic,19670,51500,VIC,2.0
Kia,2009,Grand,USED,Automatic,105213,19990,VIC,3.8
Isuzu,2018,MU-X,USED,Automatic,120425,41990,VIC,3.0
Honda,2018,City,USED,Automatic,56313,22990,QLD,1.5
BMW,2008,320I,USED,Automatic,139696,11990,VIC,2.0
Holden,2019,Colorado,USED,Automatic,78301,37999,VIC,2.8
Hyundai,2009,Tucson,USED,Manual,116201,8990,VIC,2.0
Kia,2020,Sportage,USED,Automatic,52604,31990,VIC,2.0
Nissan,2013,Dualis,USED,Manual,218776,9995,QLD,2.0
Renault,2022,Arkana,USED,Automatic,1781,36500,VIC,1.3
Mazda,2009,3,USED,Manual,197235,7999,VIC,2.0
Isuzu,2016,MU-X,USED,Automatic,55193,29991,QLD,3.0
Ford,2023,Puma,USED,Automatic,1875,34990,VIC,1.0
Toyota,2022,RAV4,USED,Automatic,9408,46990,VIC,2.0
Honda,2020,CR-V,USED,Automatic,35711,35888,VIC,1.5
Toyota,2020,Camry,USED,Automatic,60511,41990,VIC,2.5
Mazda,2014,CX-9,USED,Automatic,305548,13990,VIC,3.7
Subaru,2005,Impreza,USED,Manual,152252,38000,VIC,2.0
Mercedes-Benz,2019,A250,USED,Automatic,84453,45990,VIC,2.0
Toyota,2008,Landcruiser,USED,Manual,336843,14999,QLD,3.0
Hyundai,2013,Elantra,USED,Automatic,154552,14990,QLD,1.8
Mazda,2012,3,USED,Automatic,196989,11900,VIC,2.0
Toyota,2014,Camry,USED,Automatic,213913,15999,VIC,2.5
Hyundai,2013,I30,USED,Automatic,68096,16980,VIC,1.8
Great,2013,Wall,USED,Manual,127840,11990,VIC,2.0
Hyundai,2022,I30,USED,Automatic,4476,31990,VIC,2.0
Suzuki,2018,Swift,USED,Manual,85356,18990,QLD,1.2
Ford,2007,Ranger,USED,Manual,339438,11990,VIC,3.0
Mercedes-Benz,2013,CLA45,USED,Automatic,80248,42990,QLD,2.0
Toyota,2019,RAV4,USED,Automatic,92443,41888,VIC,2.5
Volkswagen,2008,Golf,USED,Automatic,87942,13999,VIC,2.0
Kia,2019,Sportage,USED,Automatic,47897,31880,VIC,2.0
Subaru,2015,Forester,USED,Automatic,184004,19990,VIC,2.0
Mazda,2013,6,USED,Automatic,224229,12999,QLD,2.2
Honda,2019,CR-V,USED,Automatic,65013,34990,QLD,1.5
Volkswagen,2018,Amarok,USED,Automatic,40664,47990,QLD,3.0
Subaru,2014,XV,USED,Manual,270000,10999,VIC,2.0
Suzuki,2022,Jimny,USED,Automatic,8205,44450,VIC,1.5
Ford,2013,Ranger,USED,Automatic,198380,22990,VIC,2.2
Subaru,2011,Impreza,USED,Manual,181035,19990,QLD,2.5
Mitsubishi,2015,Triton,USED,Manual,224000,14999,VIC,2.5
Nissan,2010,Micra,USED,Automatic,167858,9000,QLD,1.4
Mitsubishi,2019,Triton,USED,Automatic,70528,39990,VIC,2.4
Hyundai,2013,Iload,USED,Automatic,153241,19999,QLD,2.5
Kia,2017,RIO,USED,Automatic,95895,16995,VIC,1.4
Mitsubishi,2015,ASX,USED,Automatic,84430,20998,VIC,2.0
Honda,2018,CR-V,USED,Automatic,31688,39990,VIC,1.5
Toyota,2013,Yaris,USED,Automatic,282000,9999,VIC,1.3
Mitsubishi,2023,Pajero,NEW,Automatic,10,54990,VIC,2.4
Mitsubishi,2018,Outlander,USED,Automatic,76001,29990,VIC,2.4
BMW,2016,118I,USED,Automatic,143000,20987,QLD,1.5
Subaru,2012,XV,USED,Automatic,245712,13999,VIC,2.0
Renault,2022,Arkana,NEW,Automatic,5,40990,QLD,1.3
Holden,2006,Astra,USED,Automatic,144097,7990,VIC,1.8
Mazda,2014,3,USED,Automatic,41549,22748,VIC,2.0
Volkswagen,2015,Golf,USED,Automatic,99472,19950,VIC,1.4
Mazda,2021,CX-5,USED,Automatic,50202,47990,VIC,2.5
Hyundai,2014,I30,USED,Automatic,209305,14990,VIC,1.8
Holden,2005,Crewman,USED,Automatic,231709,11990,QLD,3.6
Ford,2021,Everest,USED,Automatic,63761,65850,QLD,2.0
Holden,2014,Colorado,USED,Automatic,158045,32987,VIC,2.8
Nissan,2018,X-Trail,USED,Automatic,94160,24490,QLD,2.5
Ssangyong,2021,Musso,USED,Automatic,28786,36656,VIC,2.2
Toyota,2018,RAV4,USED,Automatic,96687,34888,VIC,2.0
Audi,2015,Q3,USED,Automatic,107519,20995,QLD,1.4
Kia,2006,K2700,USED,Manual,378604,7999,VIC,2.7
Lexus,2004,SC430,USED,Automatic,44329,51990,VIC,4.3
Mitsubishi,2015,Outlander,USED,Automatic,232780,14999,QLD,2.0
Ford,2012,Falcon,USED,Automatic,259765,12999,QLD,4.0
Hyundai,2020,Kona,USED,Automatic,54492,25490,QLD,2.0
Ford,2015,Ecosport,USED,Automatic,93000,14900,VIC,1.5
Nissan,2015,X-Trail,USED,Automatic,241131,17746,VIC,2.5
Honda,2009,Odyssey,USED,Automatic,215000,12999,QLD,2.4
Mazda,2021,CX-9,USED,Automatic,61289,57888,VIC,2.5
Mitsubishi,2019,Outlander,USED,Automatic,62817,34260,VIC,2.4
Ford,2010,Ranger,USED,Automatic,322249,14990,QLD,3.0
Toyota,2013,Camry,USED,Automatic,146942,18987,VIC,2.5
Renault,2023,Koleos,NEW,Automatic,10,47880,VIC,2.5
BMW,2015,420I,USED,Automatic,110092,27999,QLD,2.0
Nissan,2009,Elgrand,USED,Automatic,81000,21000,QLD,3.5
Subaru,2012,Impreza,USED,Automatic,65600,19990,VIC,2.0
Kia,2008,Grand,USED,Automatic,190450,10490,QLD,3.8
Nissan,2009,X-Trail,USED,Automatic,242589,8990,VIC,2.5
Mercedes-Benz,2016,GLA180,USED,Automatic,49878,31990,VIC,1.6
BMW,2012,118D,USED,Automatic,137000,18990,QLD,2.0
Jeep,2012,Patriot,USED,Automatic,118000,11900,QLD,2.0
Dodge,2013,Journey,USED,Automatic,58622,15886,QLD,3.6
Hyundai,2019,I30,USED,Automatic,73056,21750,VIC,2.0
Hyundai,2010,Iload,USED,Manual,230576,13990,QLD,2.4
Suzuki,2009,Swift,USED,Automatic,227452,8999,VIC,1.5
Holden,2018,Colorado,USED,Automatic,67671,38990,VIC,2.8
Toyota,2016,Corolla,USED,Automatic,121665,18995,QLD,1.8
Suzuki,2017,Vitara,USED,Automatic,49473,25490,VIC,1.4
Volkswagen,2015,Polo,USED,Manual,48000,14950,VIC,1.2
Nissan,2002,Patrol,USED,Automatic,302328,17999,QLD,3.0
Audi,2007,A6,USED,Automatic,212599,11999,VIC,3.0
Toyota,2022,RAV4,USED,Automatic,11277,56990,VIC,2.0
Nissan,2008,Navara,USED,Manual,198000,15990,VIC,2.5
Toyota,2009,Hiace,USED,Manual,245000,13950,QLD,2.7
Mazda,2017,6,USED,Automatic,65340,26590,VIC,2.5
Kia,2018,Cerato,USED,Automatic,37797,23950,VIC,2.0
Infiniti,2014,Q50,USED,Automatic,101103,21990,QLD,2.1
Hyundai,2015,Santa,USED,Automatic,199675,18888,VIC,2.4
Subaru,2018,Forester,USED,Automatic,168805,22950,VIC,2.5
Holden,2014,Cruze,USED,Automatic,165449,9990,QLD,1.6
Toyota,2021,Corolla,USED,Automatic,67182,33950,VIC,1.8
Toyota,2007,Landcruiser,USED,Automatic,347137,22490,QLD,3.0
Mazda,2018,6,USED,Automatic,147971,25950,VIC,2.5
Kia,2006,Cerato,USED,Automatic,69563,7999,QLD,2.0
Toyota,2011,Kluger,USED,Automatic,158085,19490,VIC,3.5
Suzuki,2008,Grand,USED,Manual,121020,14995,QLD,2.0
Lexus,2010,IS250,USED,Automatic,73875,24990,VIC,2.5
Hyundai,2015,IX35,USED,Automatic,151414,16990,QLD,2.0
Mazda,2007,BT-50,USED,Automatic,237415,15990,VIC,3.0
Ford,2019,Ranger,USED,Automatic,67813,56990,VIC,2.0
Audi,2011,A4,USED,Automatic,186851,13995,QLD,2.0
Ford,2010,Focus,USED,Manual,164674,17990,VIC,2.5
Mitsubishi,2009,Triton,USED,Manual,257027,21990,VIC,2.5
Chrysler,2012,300C,USED,Automatic,119191,26999,VIC,6.1
Toyota,2010,Kluger,USED,Automatic,84646,21850,QLD,3.5
Ford,2010,Falcon,USED,Automatic,274918,8999,QLD,4.0
Volvo,2018,XC90,USED,Automatic,86055,55000,QLD,2.0
Kia,2018,Sportage,USED,Automatic,37300,29990,QLD,2.4
Land,2018,Rover,USED,Automatic,79452,46555,VIC,2.0
Ford,2007,Territory,USED,Automatic,181244,8990,VIC,4.0
Holden,2014,Commodore,USED,Automatic,276925,12799,VIC,3.6
Jeep,2012,Compass,USED,Automatic,109512,14990,VIC,2.0
Subaru,2013,XV,USED,Automatic,138887,22990,NSW,2.0
Mazda,2006,BT-50,USED,Manual,314025,8999,VIC,2.5
Mitsubishi,2012,ASX,USED,Manual,197269,11990,QLD,2.0
Hyundai,2015,I30,USED,Manual,63710,16890,QLD,1.8
Holden,2011,Commodore,USED,Automatic,209985,12990,VIC,3.6
Toyota,2018,Kluger,USED,Automatic,73836,43950,VIC,3.5
Hyundai,2014,I20,USED,Manual,60927,10990,QLD,1.4
Holden,2012,Captiva,USED,Automatic,170711,12990,VIC,2.4
Toyota,2013,Hilux,USED,Manual,267299,29999,VIC,3.0
Nissan,2019,X-Trail,USED,Automatic,83405,29990,QLD,2.5
Hyundai,2005,Tucson,USED,Automatic,191317,8990,VIC,2.7
Nissan,2013,Dualis,USED,Manual,79319,12980,QLD,2.0
Mazda,2011,CX-7,USED,Automatic,122117,14990,VIC,2.5
Kia,2021,Sportage,USED,Automatic,27080,44928,VIC,2.4
Mitsubishi,2023,Outlander,NEW,Automatic,5,60990,VIC,2.5
Subaru,2011,Impreza,USED,Automatic,192041,14990,VIC,2.0
Mazda,2016,CX-3,USED,Automatic,33734,26999,QLD,2.0
Volkswagen,2011,Tiguan,USED,Automatic,99882,14980,QLD,2.0
Renault,2016,Kangoo,USED,Automatic,128175,19999,VIC,1.6
GWM,2023,UTE,NEW,Automatic,10,44085,QLD,2.0
Kia,2020,Cerato,USED,Automatic,52924,28999,QLD,1.6
Subaru,2009,Impreza,USED,Manual,256066,13999,QLD,2.5
Mazda,2012,CX-5,USED,Automatic,215359,15999,VIC,2.0
Mercedes-Benz,2017,CLA250,USED,Automatic,82889,42980,VIC,2.0
Toyota,2020,Corolla,USED,Automatic,9648,35888,VIC,1.8
Toyota,2003,Landcruiser,USED,Automatic,312270,14990,QLD,3.0
Holden,2014,Cruze,USED,Automatic,179308,8999,VIC,1.6
Toyota,2008,Landcruiser,USED,Automatic,387351,17999,QLD,3.0
Ford,2013,Focus,USED,Manual,122003,12950,VIC,2.0
Holden,2014,UTE,USED,Automatic,169730,35990,QLD,6.0
Mini,2014,Paceman,USED,Automatic,87861,31990,QLD,1.6
BMW,2009,X5,USED,Automatic,326592,12788,VIC,3.0
Abarth,2021,595,USED,Automatic,14901,37990,VIC,1.4
Mazda,2006,Tribute,USED,Automatic,254957,8999,VIC,3.0
Mazda,2006,3,USED,Automatic,116431,12990,QLD,2.3
Ford,2012,Territory,USED,Automatic,155102,12990,QLD,2.7
Honda,2015,Accord,USED,Automatic,79713,24897,VIC,3.5
Suzuki,2011,Alto,USED,Automatic,106000,9999,VIC,1.0
Volkswagen,2020,T-ROC,USED,Automatic,31174,43888,VIC,2.0
Toyota,2017,RAV4,USED,Automatic,53541,35999,VIC,2.0
Hyundai,2022,I30,USED,Automatic,11679,27990,QLD,2.0
Mitsubishi,2020,Outlander,USED,Automatic,96427,28990,QLD,2.4
Holden,2016,Captiva,USED,Automatic,147708,14499,VIC,3.0
Ford,2009,Falcon,USED,Automatic,203825,13999,VIC,4.0
Kia,2018,Sportage,USED,Automatic,71899,24950,VIC,2.0
Ford,2015,Territory,USED,Automatic,198246,17990,VIC,2.7
Honda,2013,Odyssey,USED,Automatic,136350,17990,VIC,2.4
Mitsubishi,2017,Outlander,USED,Automatic,159935,21990,VIC,2.4
Subaru,2018,Forester,USED,Automatic,114124,26850,VIC,2.0
Hyundai,2012,Veloster,USED,Automatic,69040,17990,QLD,1.6
Ford,2012,Territory,USED,Automatic,198682,14995,QLD,2.7
Hyundai,2012,I20,USED,Automatic,134333,10990,QLD,1.4
Honda,2015,HR-V,USED,Automatic,53000,21990,QLD,1.8
Hyundai,2019,Sonata,USED,Automatic,47488,27950,VIC,2.4
Toyota,2019,Tarago,USED,Automatic,56635,38880,VIC,2.4
Subaru,2019,XV,USED,Automatic,148225,27990,VIC,2.0
Toyota,2021,Camry,USED,Automatic,40194,54990,VIC,2.5
Toyota,2014,Yaris,USED,Manual,143378,11886,QLD,1.3
Toyota,2009,RAV4,USED,Automatic,227275,10999,QLD,3.5
Holden,2011,Cruze,USED,Automatic,204322,6999,VIC,2.0
Volkswagen,2020,Polo,USED,Manual,12749,24990,QLD,1.0
Toyota,2008,Landcruiser,USED,Automatic,340828,15999,QLD,3.0
Skoda,2020,Kodiaq,USED,Automatic,20651,44999,VIC,2.0
Kia,2019,Carnival,USED,Automatic,46586,38880,VIC,2.2
Volvo,2013,V40,USED,Automatic,145024,15990,VIC,2.5
Jeep,2015,Grand,USED,Automatic,148355,32880,VIC,3.0
Nissan,2007,Tiida,USED,Automatic,191275,8990,QLD,1.8
Toyota,2004,Landcruiser,USED,Automatic,287989,13999,QLD,4.0
Nissan,2009,X-Trail,USED,Automatic,185730,9990,QLD,2.5
Holden,2016,Calais,USED,Automatic,303000,19999,VIC,3.6
Toyota,2019,Hilux,USED,Automatic,72185,30990,VIC,2.7
Volkswagen,2009,Caddy,USED,Manual,183454,13990,VIC,1.9
Honda,2017,Civic,USED,Automatic,79895,24990,VIC,1.8
Ford,2006,Fiesta,USED,Automatic,170296,6999,VIC,1.6
Volvo,2010,XC60,USED,Automatic,151819,13990,VIC,3.2
Land,2016,Rover,USED,Automatic,86981,36880,VIC,2.2
Holden,2012,Commodore,USED,Manual,181123,17990,QLD,3.6
Mini,2016,Clubman,USED,Manual,54134,32800,QLD,2.0
Nissan,2013,Pulsar,USED,Automatic,186342,11799,VIC,1.8
Holden,2019,Trax,USED,Automatic,33639,20790,QLD,1.4
Holden,2017,Trax,USED,Automatic,26786,22998,VIC,1.4
Hyundai,2012,IX35,USED,Automatic,242020,12999,VIC,2.0
Holden,2010,Captiva,USED,Automatic,140785,9499,VIC,2.0
Mazda,2015,6,USED,Automatic,79709,19990,QLD,2.5
BMW,2010,X1,USED,Automatic,154715,11995,QLD,2.0
Mercedes-Benz,2014,GLA200,USED,Automatic,74000,28500,VIC,2.1
Mazda,2015,3,USED,Manual,92568,17990,QLD,2.0
Renault,2016,Clio,USED,Automatic,83160,21888,VIC,1.6
Ford,2011,Fiesta,USED,Manual,122220,9990,QLD,1.6
Toyota,2019,Camry,USED,Automatic,76603,31995,QLD,2.5
Honda,2016,HR-V,USED,Automatic,79931,21800,QLD,1.8
Hyundai,2013,I30,USED,Automatic,101997,16888,VIC,1.8
Mazda,2012,CX-5,USED,Automatic,180445,15488,VIC,2.0
Kia,2009,Sorento,USED,Automatic,218345,10999,QLD,2.2
Nissan,2014,Pathfinder,USED,Automatic,223000,19999,VIC,3.5
Ford,2012,Falcon,USED,Automatic,136868,25890,VIC,4.0
Mazda,2004,3,USED,Manual,160101,9290,QLD,2.0
Hyundai,2020,Tucson,USED,Automatic,54964,28999,VIC,2.0
Toyota,2020,RAV4,USED,Automatic,62375,45990,VIC,2.5
Nissan,2020,X-Trail,USED,Automatic,54331,28290,QLD,2.5
Subaru,2019,Forester,USED,Automatic,61344,34498,VIC,2.5
Honda,2007,CR-V,USED,Automatic,119000,12995,QLD,2.4
Land,2017,Rover,USED,Automatic,95679,34990,VIC,2.0
Ford,2019,Ranger,USED,Automatic,223165,46990,VIC,3.2
Toyota,2009,Corolla,USED,Automatic,223935,9990,QLD,1.8
Volkswagen,2017,Tiguan,USED,Automatic,65922,38990,VIC,2.0
Toyota,2015,Hilux,USED,Manual,209544,33999,VIC,3.0
Mini,2012,Countryman,USED,Automatic,93317,20990,QLD,1.6
Kia,2017,RIO,USED,Automatic,89777,16990,QLD,1.4
Toyota,2015,Hilux,USED,Automatic,150251,39690,VIC,2.8
Hyundai,2019,I30,USED,Automatic,55075,23990,QLD,2.0
Hyundai,2019,Venue,USED,Automatic,47810,24520,VIC,1.6
Holden,2007,Crewman,USED,Automatic,442650,7999,VIC,6.0
Kia,2019,Sorento,USED,Automatic,52117,43990,QLD,2.2
Mitsubishi,2017,ASX,USED,Automatic,139714,17990,QLD,2.0
Kia,2022,Cerato,USED,Automatic,32436,36990,QLD,1.6
Toyota,2000,Avalon,USED,Automatic,209702,7990,VIC,3.0
BMW,2019,X1,USED,Automatic,55928,42990,VIC,2.0
Toyota,2001,Hilux,USED,Manual,212882,10490,QLD,2.7
Subaru,2011,Forester,USED,Automatic,281073,10999,QLD,2.5
Mazda,2015,CX-5,USED,Automatic,67373,25290,QLD,2.5
Isuzu,2016,D-MAX,USED,Automatic,132261,31980,VIC,3.0
Holden,2019,Trax,USED,Automatic,61856,21990,QLD,1.4
Hyundai,2013,I30,USED,Automatic,150200,15995,QLD,1.8
Toyota,2012,Hilux,USED,Automatic,250705,16990,VIC,4.0
GWM,2022,Haval,NEW,Automatic,20,30990,QLD,1.5
Nissan,2014,Qashqai,USED,Automatic,139384,19990,QLD,2.0
Kia,2019,Sorento,USED,Automatic,88977,31990,VIC,3.5
Toyota,2016,Yaris,USED,Automatic,67031,18999,VIC,1.3
Toyota,2021,RAV4,USED,Automatic,24022,50990,VIC,2.0
BMW,2016,X4,USED,Automatic,137000,34500,QLD,2.0
Volkswagen,2012,Golf,USED,Automatic,111008,17995,QLD,2.0
Holden,2012,Captiva,USED,Automatic,126351,12990,QLD,3.0
