Brand,Year,Model,UsedOrNew,Transmission,Kilometres,Price,State,Litres
Subaru,2020,XV,USED,Automatic,35282,37999,VIC,2.0
Toyota,2020,RAV4,USED,Automatic,59637,44888,VIC,2.5
Haval,2020,H2,USED,Automatic,64624,24990,VIC,1.5
Toyota,2014,Corolla,USED,Automatic,128815,18990,VIC,1.8
Mazda,2018,CX-9,USED,Automatic,24107,51988,VIC,2.5
Mazda,2009,CX-9,USED,Automatic,170100,14490,VIC,3.7
Honda,2014,CR-V,USED,Automatic,187514,15755,VIC,2.2
Nissan,2015,Pathfinder,USED,Automatic,130247,23990,VIC,3.5
Nissan,2018,X-Trail,USED,Automatic,94142,26990,VIC,2.5
Hyundai,2019,I30,USED,Automatic,51031,19990,NSW,2.0
Toyota,2019,C-HR,USED,Automatic,50069,34990,VIC,1.2
Mitsubishi,2019,Outlander,USED,Automatic,53469,34875,VIC,2.4
Audi,2016,A4,USED,Automatic,65037,36987,QLD,2.0
Kia,2018,Cerato,USED,Automatic,38118,24999,VIC,2.0
Mazda,2006,3,USED,Manual,151606,14990,VIC,2.3
Kia,2021,Seltos,USED,Automatic,16129,35990,VIC,2.0
Nissan,2013,Pathfinder,USED,Automatic,233000,13990,VIC,3.5
Mazda,2016,CX-5,USED,Automatic,88833,25990,VIC,2.0
Ford,2019,Ranger,USED,Automatic,120066,31990,VIC,2.2
Kia,2018,Cerato,USED,Automatic,33493,24499,VIC,2.0
Toyota,2022,Corolla,USED,Automatic,6619,47888,VIC,1.8
Nissan,2019,X-Trail,USED,Automatic,102011,25890,VIC,2.5
Mazda,2007,3,USED,Automatic,221887,8990,VIC,2.0
Volvo,2015,XC60,USED,Automatic,101040,25987,QLD,2.0
Hyundai,2020,Kona,USED,Automatic,61825,22990,NSW,2.0
Hyundai,2020,I30,USED,Automatic,56863,24990,VIC,2.0
Mazda,2017,BT-50,USED,Manual,196493,22990,VIC,3.2
Audi,2011,Q5,USED,Automatic,149850,18888,VIC,3.0
Isuzu,2015,D-MAX,USED,Automatic,241220,31990,VIC,3.0
Dodge,2010,Journey,USED,Automatic,149010,11501,VIC,2.7
Volkswagen,2018,Passat,USED,Automatic,63922,35990,QLD,2.0
Toyota,2010,Hilux,USED,Automatic,158728,15890,VIC,2.7
Ford,2019,Everest,USED,Automatic,15347,59990,VIC,3.2
Volkswagen,2017,Polo,USED,Automatic,97244,24888,VIC,1.8
Mazda,2003,MPV,USED,Automatic,201603,7999,VIC,3.0
Hyundai,2018,I30,USED,Automatic,71775,19990,NSW,2.0
Ford,2018,Ranger,USED,Automatic,67386,39990,VIC,3.2
Toyota,2018,Tarago,USED,Automatic,62238,39980,VIC,2.4
BMW,2017,X4,USED,Automatic,95888,38888,VIC,2.0
Audi,2017,Q2,USED,Automatic,39348,34990,VIC,1.4
Mercedes-Benz,2009,CLS350,USED,Automatic,81982,21990,QLD,3.5
Mazda,2021,3,USED,Automatic,21777,31990,VIC,2.0
Volkswagen,2019,Tiguan,USED,Automatic,35802,40700,VIC,2.0
MG,2022,HS,USED,Automatic,10411,31890,VIC,1.5
Toyota,2005,Echo,USED,Automatic,167087,7999,VIC,1.5
Nissan,2006,Pathfinder,USED,Automatic,252488,11990,VIC,2.5
Toyota,2017,Camry,USED,Automatic,174095,16990,QLD,2.5
Ford,2019,Everest,USED,Automatic,64384,60888,VIC,2.0
Skoda,2015,Superb,USED,Automatic,202702,15990,VIC,2.0
Toyota,2021,RAV4,USED,Automatic,45563,49333,VIC,2.5
Suzuki,2018,Baleno,USED,Automatic,61580,18499,VIC,1.4
Nissan,2016,Juke,USED,Automatic,142000,17900,VIC,1.6
Mitsubishi,2017,Triton,USED,Manual,44785,39990,QLD,2.4
Suzuki,2017,Vitara,USED,Automatic,96340,22990,VIC,1.4
Nissan,2012,Dualis,USED,Automatic,121894,11990,QLD,2.0
Honda,2007,Jazz,USED,Automatic,244000,7990,VIC,1.5
Mitsubishi,2019,Triton,USED,Automatic,89896,43990,VIC,2.4
Mercedes-Benz,2006,CLS350,USED,Automatic,130230,19990,VIC,3.5
Honda,2021,CR-V,USED,Automatic,70,52990,VIC,1.5
Toyota,2022,Camry,USED,Automatic,36475,43990,VIC,2.5
Honda,2013,Jazz,USED,Manual,116762,11490,QLD,1.3
Kia,2021,Cerato,USED,Automatic,29780,41444,VIC,1.6
Kia,2017,Sportage,USED,Automatic,69835,26890,VIC,2.0
Lexus,2018,CT,USED,Automatic,18200,43990,VIC,1.8
Volkswagen,2016,Tiguan,USED,Automatic,97525,31590,VIC,2.0
Holden,2007,Captiva,USED,Automatic,220454,5499,QLD,2.0
Toyota,2020,Corolla,USED,Automatic,55386,32490,VIC,1.8
Nissan,2019,Pathfinder,USED,Automatic,49061,37499,VIC,3.5
Toyota,2017,Camry,USED,Automatic,115319,31990,VIC,2.5
Mazda,2017,3,USED,Automatic,80843,28950,VIC,2.5
Toyota,2022,RAV4,USED,Automatic,33475,55990,VIC,2.0
Audi,2008,A4,USED,Automatic,199306,8999,VIC,2.0
Hyundai,2017,Iload,USED,Automatic,196883,26999,QLD,2.5
Subaru,1999,Liberty,USED,Automatic,184482,4999,QLD,2.0
Hyundai,2020,Kona,USED,Automatic,60604,22490,NSW,2.0
Toyota,2020,Yaris,USED,Automatic,8321,29990,VIC,1.5
Honda,2020,Civic,USED,Automatic,33671,33890,VIC,1.5
Honda,2015,CR-V,USED,Automatic,116874,26089,VIC,2.0
Toyota,2020,Yaris,USED,Automatic,16852,33990,VIC,1.5
Nissan,2019,Navara,USED,Automatic,83500,52850,QLD,2.3
Jeep,2017,Grand,USED,Automatic,76000,47975,VIC,3.0
Audi,2019,A3,USED,Automatic,21748,37990,QLD,1.4
Volvo,2014,XC60,USED,Automatic,161646,23990,QLD,2.4
Subaru,2012,Impreza,USED,Automatic,148670,15950,VIC,2.0
Kia,2019,Carnival,USED,Automatic,53355,39990,VIC,2.2
Audi,2012,A1,USED,Automatic,114382,15990,VIC,1.4
HSV,2018,Colorado,USED,Automatic,48275,57990,QLD,2.8
Holden,1999,Calais,USED,Automatic,201000,9990,VIC,3.8
Hyundai,2018,Iload,USED,Automatic,128163,33990,VIC,2.5
Mitsubishi,2014,Pajero,USED,Automatic,148390,29975,VIC,3.2
Kia,2022,Carnival,USED,Automatic,15096,56990,VIC,2.2
Holden,2018,Captiva,USED,Automatic,114737,19990,VIC,2.2
Subaru,2017,Outback,USED,Automatic,123280,25900,VIC,2.0
Hyundai,2019,I30,USED,Automatic,61504,20990,NSW,2.0
Toyota,2018,Camry,USED,Automatic,42850,38880,VIC,2.5
Holden,2004,Astra,USED,Automatic,114212,7999,VIC,1.8
Mitsubishi,2008,Pajero,USED,Automatic,180178,22990,VIC,3.8
Holden,2003,Commodore,USED,Automatic,328290,14990,QLD,5.7
Suzuki,2016,Vitara,USED,Automatic,132707,22900,VIC,1.4
Porsche,2018,Macan,USED,Automatic,92104,64880,VIC,2.0
Mazda,2021,CX-5,USED,Automatic,16926,51950,VIC,2.5
Subaru,2020,Forester,USED,Automatic,66725,34888,VIC,2.5
Nissan,2017,Pathfinder,USED,Automatic,74131,34705,VIC,3.5
Toyota,2018,Corolla,USED,Automatic,145615,17990,VIC,1.8
Mitsubishi,2016,Pajero,USED,Automatic,65430,38990,VIC,2.4
Mitsubishi,2014,Triton,USED,Manual,273670,12990,VIC,2.5
Mazda,2022,CX-30,USED,Automatic,775,42455,QLD,2.0
Volkswagen,2019,Amarok,USED,Automatic,75064,51990,VIC,3.0
Mitsubishi,2010,Outlander,USED,Automatic,148835,15990,VIC,2.4
Hyundai,2019,I30,USED,Automatic,26644,27490,VIC,2.0
Renault,2020,Koleos,USED,Automatic,53661,24990,NSW,2.5
Mazda,2013,6,USED,Automatic,87641,21990,VIC,2.2
Kia,2020,Cerato,USED,Automatic,57235,23990,VIC,2.0
Toyota,2020,RAV4,USED,Automatic,23432,63990,VIC,2.5
Mazda,2015,BT-50,USED,Automatic,223988,29600,VIC,3.2
Nissan,2020,X-Trail,USED,Automatic,61152,30443,VIC,2.5
Mazda,2017,CX-5,USED,Automatic,124739,26990,VIC,2.0
Holden,2018,Trax,USED,Automatic,82634,21999,VIC,1.4
Nissan,2018,Navara,USED,Automatic,102620,39990,VIC,2.3
Subaru,2018,Forester,USED,Automatic,57903,31850,VIC,2.5
Toyota,2023,RAV4,USED,Automatic,18,65000,VIC,2.5
Volkswagen,2018,Tiguan,USED,Automatic,77481,29890,VIC,1.4
Mazda,1994,E2000,USED,Automatic,183197,14999,QLD,2.0
Toyota,2020,Corolla,USED,Automatic,64705,32490,VIC,1.8
MG,2022,HS,USED,Automatic,8834,31890,VIC,1.5
Toyota,2021,C-HR,USED,Automatic,21177,39170,VIC,1.2
Holden,2018,Colorado,USED,Automatic,47977,39990,VIC,2.8
Hyundai,2018,Tucson,USED,Automatic,152406,26990,VIC,2.0
Suzuki,2007,SX4,USED,Automatic,285211,7990,QLD,2.0
Honda,2006,Civic,USED,Automatic,152117,9650,VIC,1.8
Skoda,2019,Octavia,USED,Automatic,32448,40200,QLD,2.0
Honda,2018,CR-V,USED,Automatic,8097,40990,QLD,1.5
Kia,2017,Carnival,USED,Automatic,92207,30990,VIC,3.3
Mitsubishi,2019,Outlander,USED,Automatic,98947,29750,VIC,2.4
Volkswagen,2019,Tiguan,USED,Automatic,39923,37890,VIC,2.0
Audi,2018,Q5,USED,Automatic,30911,59990,QLD,2.0
Mitsubishi,2021,Outlander,USED,Automatic,35321,38990,QLD,2.4
Hyundai,2015,I20,USED,Automatic,114722,13990,VIC,1.4
BMW,2015,X3,USED,Automatic,94988,27490,VIC,2.0
Renault,2021,Koleos,USED,Automatic,42033,30999,VIC,2.5
Holden,2017,Colorado,USED,Automatic,209667,25975,VIC,2.8
Mazda,2015,CX-5,USED,Automatic,164146,26777,VIC,2.2
Holden,2011,Cruze,USED,Automatic,182000,7800,VIC,1.8
Mitsubishi,2017,Pajero,USED,Automatic,115467,39705,VIC,2.4
Mazda,2022,CX-5,USED,Automatic,14333,41950,VIC,2.5
Mercedes-Benz,2021,A180,USED,Automatic,14251,54800,VIC,1.3
Ford,2021,Puma,USED,Automatic,28180,33990,VIC,1.0
Volkswagen,2022,T-ROC,NEW,Automatic,20,53366,VIC,2.0
Nissan,2020,X-Trail,USED,Automatic,77144,26990,NSW,2.5
Ford,2021,Puma,USED,Automatic,11393,31990,VIC,1.0
Nissan,2021,X-Trail,USED,Automatic,52423,29995,VIC,2.5
Mazda,2015,2,USED,Automatic,137499,13990,QLD,1.5
Ford,2012,Ranger,USED,Manual,119078,16750,VIC,2.5
Holden,2016,Colorado,USED,Automatic,107190,34999,QLD,2.8
Honda,2016,HR-V,USED,Automatic,84523,21990,NSW,1.8
MG,2023,ZST,NEW,Automatic,10,30990,VIC,1.3
Toyota,2023,Hilux,USED,Manual,2047,35990,VIC,2.7
Toyota,2021,Corolla,USED,Automatic,33753,32990,NSW,1.8
Volkswagen,2017,Amarok,USED,Automatic,96907,42777,VIC,3.0
Toyota,2020,RAV4,USED,Automatic,52237,48480,VIC,2.5
Toyota,2021,Corolla,USED,Automatic,39616,34495,VIC,1.8
Skoda,2021,Kamiq,USED,Automatic,53056,36990,VIC,1.5
Lexus,2020,RX350,USED,Automatic,44694,71990,VIC,3.5
Nissan,2018,X-Trail,USED,Automatic,98055,26990,VIC,2.5
BMW,2018,X3,USED,Automatic,119500,48888,VIC,2.0
Holden,2013,Colorado,USED,Manual,239242,19975,VIC,2.8
Toyota,2021,Corolla,USED,Automatic,52501,36990,VIC,1.8
MG,2023,MG3,NEW,Automatic,10,18990,VIC,1.5
Toyota,2021,RAV4,USED,Automatic,51025,50380,VIC,2.5
Toyota,2020,Corolla,USED,Automatic,49250,31790,VIC,1.8
LDV,2021,G10+,USED,Automatic,25413,30990,QLD,2.0
Toyota,2020,Fortuner,USED,Automatic,92927,58990,QLD,2.8
Mercedes-Benz,2021,GLC,USED,Automatic,22148,69800,VIC,2.0
Toyota,2020,RAV4,USED,Automatic,21093,49850,VIC,2.0
BMW,2019,X3,USED,Automatic,43723,52611,QLD,2.0
Toyota,2015,Camry,USED,Automatic,132500,20990,VIC,2.5
Holden,2013,Cruze,USED,Manual,50707,13890,VIC,1.6
Toyota,2010,Yaris,USED,Automatic,146760,9990,VIC,1.3
Lexus,2018,NX300,USED,Automatic,45584,53888,VIC,2.0
Nissan,2010,Dualis,USED,Manual,173342,12490,VIC,2.0
Hyundai,2010,IX35,USED,Automatic,181647,14450,VIC,2.0
Mazda,2022,CX-30,USED,Automatic,10291,41950,VIC,2.0
Volkswagen,2019,Tiguan,USED,Automatic,30000,47950,VIC,2.0
Mitsubishi,2022,Eclipse,USED,Automatic,11606,56800,VIC,2.4
Toyota,2021,RAV4,USED,Automatic,44201,49990,VIC,2.5
Ford,2016,Ranger,USED,Automatic,217769,19990,QLD,2.2
Mitsubishi,2013,Mirage,USED,Automatic,65400,12990,VIC,1.2
Nissan,2016,Navara,USED,Automatic,105237,30990,VIC,2.3
Mazda,2013,BT-50,USED,Automatic,235159,25987,VIC,3.2
Hyundai,2021,Kona,USED,Automatic,41957,37900,VIC,2.0
Audi,2007,Q7,USED,Automatic,272450,9999,QLD,3.0
Mercedes-Benz,2017,CLA45,USED,Automatic,119000,52990,VIC,2.0
Toyota,2017,Camry,USED,Automatic,65330,26990,QLD,2.5
Toyota,2008,Hilux,USED,Manual,213000,29990,VIC,3.0
Holden,2018,Trax,USED,Automatic,56932,21705,VIC,1.4
Nissan,2005,X-Trail,USED,Manual,192870,8990,VIC,2.5
Subaru,2015,Forester,USED,Automatic,201606,16750,VIC,2.0
Mazda,2011,3,USED,Automatic,291749,11990,VIC,2.0
Kia,2019,Cerato,USED,Automatic,62563,24990,VIC,2.0
Honda,2018,CR-V,USED,Automatic,44189,38705,VIC,1.5
Mazda,2015,3,USED,Automatic,96335,22999,VIC,2.5
Mitsubishi,2016,ASX,USED,Automatic,216410,13980,QLD,2.0
Holden,2011,Captiva,USED,Automatic,177200,11499,VIC,2.2
Toyota,2020,Corolla,USED,Automatic,35511,41500,VIC,1.8
Skoda,2020,Superb,USED,Automatic,11185,56800,VIC,2.0
Mercedes-Benz,2016,E350,USED,Automatic,55983,68800,VIC,3.0
Lexus,2013,IS250,USED,Automatic,67750,28888,VIC,2.5
Nissan,2008,Tiida,USED,Automatic,147840,9555,VIC,1.8
Toyota,2012,RAV4,USED,Automatic,212788,14888,NSW,2.4
Ford,2021,Puma,USED,Automatic,21436,32888,VIC,1.0
Mitsubishi,2017,Outlander,USED,Automatic,180595,20879,VIC,2.4
Toyota,2010,Yaris,USED,Manual,160000,8990,VIC,1.3
Toyota,2007,Camry,USED,Automatic,212140,9989,QLD,2.4
Nissan,2020,X-Trail,USED,Automatic,59913,31888,VIC,2.5
Renault,2023,Captur,NEW,Automatic,10,41888,VIC,1.3
Mitsubishi,2020,Outlander,USED,Automatic,50603,35990,VIC,2.3
Toyota,2015,Camry,USED,Automatic,128100,26990,VIC,2.5
Audi,2010,Q5,USED,Automatic,140775,17488,NSW,2.0
Holden,2009,Commodore,USED,Automatic,147892,16490,VIC,3.6
Toyota,2016,Corolla,USED,Automatic,42232,23990,VIC,1.8
Mazda,2021,BT-50,USED,Automatic,22420,45990,VIC,3.0
BMW,2008,X5,USED,Automatic,213322,14500,VIC,3.0
Toyota,2020,RAV4,USED,Automatic,71077,45990,VIC,2.5
Audi,2018,Q5,USED,Automatic,93602,46990,QLD,3.0
Mazda,2013,2,USED,Automatic,147402,13888,VIC,1.5
Land,2009,Rover,USED,Automatic,207457,19900,VIC,3.0
Skoda,2021,Superb,USED,Automatic,33096,59750,VIC,2.0
Mazda,2008,3,USED,Automatic,282382,5989,QLD,2.0
Isuzu,2015,D-MAX,USED,Manual,291081,24990,VIC,3.0
Toyota,2019,Camry,USED,Automatic,20931,41450,VIC,2.5
Kia,2014,Cerato,USED,Automatic,68050,21990,VIC,2.0
Hyundai,2016,Tucson,USED,Automatic,70132,25990,VIC,2.0
MG,2022,HS,USED,Automatic,12974,31890,VIC,1.5
Skoda,2014,Octavia,USED,Automatic,96546,23990,VIC,2.0
Mitsubishi,2014,Triton,USED,Manual,145350,26470,VIC,2.5
Toyota,2017,Corolla,USED,Automatic,21177,25999,VIC,1.8
Mazda,2012,3,USED,Automatic,122331,16999,VIC,2.0
Mercedes-Benz,2011,C250,USED,Automatic,118954,23990,VIC,1.8
Kia,2018,Carnival,USED,Automatic,105124,41990,VIC,3.3
Skoda,2022,Superb,USED,Automatic,17284,52800,VIC,2.0
Hyundai,2015,I40,USED,Automatic,144983,14999,VIC,1.7
Toyota,2008,Tarago,USED,Automatic,203356,12888,VIC,2.4
Honda,2021,HR-V,USED,Automatic,17500,31950,VIC,1.8
Nissan,2012,Navara,USED,Manual,272360,9990,VIC,2.5
Volkswagen,2020,Tiguan,USED,Automatic,31000,50990,VIC,2.0
Ford,2010,Falcon,USED,Automatic,118699,18800,VIC,4.0
Holden,2014,Barina,USED,Manual,142142,11501,VIC,1.2
Mercedes-Benz,2012,C250,USED,Automatic,94342,20888,VIC,1.8
Ford,2016,Territory,USED,Automatic,164748,22498,VIC,2.7
Nissan,2021,Juke,USED,Automatic,30104,29990,VIC,1.0
Hyundai,2015,Accent,USED,Automatic,112640,14888,VIC,1.4
Mitsubishi,2013,Lancer,USED,Automatic,126551,14650,VIC,2.0
Mazda,2018,CX-9,USED,Automatic,78151,39490,QLD,2.5
Skoda,2022,Kodiaq,USED,Automatic,10777,47400,VIC,2.0
Suzuki,2014,Alto,USED,Automatic,97387,11990,VIC,1.0
Mercedes-Benz,2011,C200,USED,Automatic,83220,20990,VIC,1.8
BMW,2021,X1,USED,Automatic,43412,52490,QLD,2.0
Holden,2010,Calais,USED,Automatic,184197,14999,VIC,3.6
Toyota,2009,Hilux,USED,Automatic,224605,17950,VIC,2.7
Holden,2004,Rodeo,USED,Manual,383111,9990,QLD,3.0
Ford,2007,Fiesta,USED,Manual,179138,4999,VIC,1.6
Toyota,2009,Hiace,USED,Automatic,166842,33990,VIC,2.7
Holden,2011,Commodore,USED,Automatic,183226,21923,VIC,3.6
Audi,2016,S3,USED,Automatic,131161,34705,VIC,2.0
Mitsubishi,2018,ASX,USED,Automatic,85945,23999,VIC,2.0
Ford,2017,Ranger,USED,Automatic,178749,27990,VIC,2.2
Jeep,2014,Grand,USED,Automatic,122026,21990,VIC,3.0
Ford,2018,Ranger,USED,Automatic,98058,34980,QLD,2.2
Mercedes-Benz,2013,ML350,USED,Automatic,181054,26990,VIC,3.0
Subaru,2018,Forester,USED,Automatic,136521,30990,VIC,2.5
Hyundai,2001,Elantra,USED,Automatic,118937,5999,VIC,1.8
Toyota,2020,Corolla,USED,Automatic,58797,32888,VIC,1.8
Mercedes-Benz,2019,CLA200,USED,Automatic,97072,39800,VIC,1.6
Nissan,2013,Navara,USED,Manual,236582,15990,VIC,2.5
Volkswagen,2016,Transporter,USED,Automatic,197798,44990,QLD,2.0
Mazda,2016,BT-50,USED,Manual,96022,18999,QLD,2.2
BMW,2012,X1,USED,Automatic,161000,16888,VIC,2.0
Holden,2012,Barina,USED,Automatic,140870,7990,VIC,1.6
Mazda,2016,3,USED,Automatic,75934,18990,QLD,2.0
Mercedes-Benz,2015,C250,USED,Automatic,127200,30888,VIC,2.1
Toyota,2021,Corolla,USED,Automatic,56833,33888,VIC,1.8
Volkswagen,2017,Tiguan,USED,Automatic,54288,39900,VIC,2.0
Kia,2017,Sportage,USED,Automatic,59052,26499,VIC,2.0
Kia,2012,Sorento,USED,Automatic,123712,16999,VIC,3.5
Ford,2012,Falcon,USED,Automatic,160586,16999,VIC,4.0
Mitsubishi,2019,Triton,USED,Automatic,73698,38999,VIC,2.4
Nissan,2018,X-Trail,USED,Automatic,98287,23888,VIC,2.5
Honda,2017,CR-V,USED,Automatic,74014,31999,VIC,1.5
Toyota,2016,RAV4,USED,Automatic,79000,30000,VIC,2.5
Audi,2018,Q3,USED,Automatic,34958,36990,VIC,1.4
BMW,2017,X4,USED,Automatic,63266,46680,VIC,2.0
Mercedes-Benz,2007,B200,USED,Automatic,141256,9990,VIC,2.0
Nissan,2008,Patrol,USED,Manual,241246,24800,VIC,3.0
Toyota,2010,Hilux,USED,Manual,225232,19990,QLD,3.0
Lexus,2012,CT200H,USED,Automatic,96851,21590,VIC,1.8
Toyota,2013,Kluger,USED,Automatic,188500,19990,VIC,3.5
Holden,2019,Trax,USED,Automatic,100025,20495,VIC,1.4
Ford,2015,Territory,USED,Automatic,198943,16999,VIC,4.0
Ford,2017,Focus,USED,Manual,83052,41987,VIC,2.3
Land,2005,Rover,USED,Automatic,167000,19999,QLD,2.7
BMW,2018,118I,USED,Automatic,57081,31888,VIC,1.5
Toyota,2017,Kluger,USED,Automatic,72054,48490,VIC,3.5
Volkswagen,2013,Amarok,USED,Automatic,227000,17490,VIC,2.0
Nissan,2013,Navara,USED,Automatic,236582,20990,VIC,3.0
Toyota,2020,C-HR,USED,Automatic,9331,41991,VIC,1.2
Toyota,2001,Landcruiser,USED,Automatic,223879,19999,VIC,4.5
Nissan,2017,X-Trail,USED,Automatic,61669,26900,QLD,2.5
Mitsubishi,2010,Lancer,USED,Automatic,181000,9500,QLD,2.0
Volvo,2015,XC60,USED,Automatic,103705,25950,VIC,2.0
Holden,2018,Captiva,USED,Automatic,52719,22490,VIC,3.0
Volkswagen,2022,T-Cross,USED,Automatic,19815,31750,VIC,1.0
Toyota,2017,Hilux,USED,Automatic,204946,21990,VIC,2.7
Ford,2004,Falcon,USED,Automatic,194185,21990,VIC,5.4
Toyota,2020,Corolla,USED,Automatic,66529,31490,VIC,1.8
Nissan,2005,Patrol,USED,Manual,449200,24999,VIC,4.2
Holden,2018,Colorado,USED,Automatic,139181,27490,VIC,2.8
Hyundai,2016,Tucson,USED,Automatic,89485,25990,QLD,2.0
Toyota,2018,C-HR,USED,Automatic,86627,27995,VIC,1.2
Hyundai,2018,Santa,USED,Automatic,79733,46970,VIC,2.2
Nissan,2012,Dualis,USED,Manual,141794,11999,VIC,2.0
Mitsubishi,2018,Pajero,USED,Automatic,79133,44995,VIC,2.4
Mercedes-Benz,2018,GLC250,USED,Automatic,64087,69868,VIC,2.0
Holden,2015,Trax,USED,Automatic,97298,18999,VIC,1.8
Ford,2015,Ranger,USED,Manual,223750,27980,QLD,3.2
Hyundai,2001,Elantra,USED,Automatic,216332,4989,QLD,1.8
Mitsubishi,2007,Pajero,USED,Automatic,382303,13488,VIC,3.2
Mitsubishi,2018,Pajero,USED,Automatic,108419,43888,QLD,2.4
Kia,2021,Picanto,USED,Manual,12258,19990,VIC,1.2
Holden,2012,Captiva,USED,Automatic,129145,15669,VIC,2.4
Skoda,2016,Superb,USED,Automatic,117250,29990,VIC,2.0
Hyundai,2020,I30,USED,Automatic,73863,26900,VIC,2.0
Kia,2021,Stonic,USED,Automatic,47801,25990,VIC,1.4
Mazda,2014,2,USED,Manual,34774,12490,VIC,1.5
Kia,2020,Cerato,USED,Automatic,52996,26500,VIC,2.0
Mini,2014,Countryman,USED,Automatic,74711,24590,VIC,1.6
Toyota,1993,Landcruiser,USED,Manual,452920,24999,VIC,4.2
Ford,2018,Ranger,USED,Automatic,97873,43499,VIC,3.2
Mazda,2022,CX-30,USED,Automatic,5360,42950,VIC,2.5
Toyota,1999,Camry,USED,Automatic,96582,9990,VIC,3.0
Volkswagen,2021,T-Cross,USED,Automatic,43860,29990,VIC,1.0
Mitsubishi,2009,Lancer,USED,Manual,134750,11999,VIC,2.0
Holden,2005,Commodore,USED,Automatic,242672,5950,VIC,3.6
Holden,2011,Cruze,USED,Manual,161091,6950,VIC,1.4
Mitsubishi,2022,Triton,USED,Automatic,8595,55999,VIC,2.4
Ford,2016,Falcon,USED,Automatic,132051,36987,QLD,4.0
Toyota,2011,Landcruiser,USED,Manual,228163,49999,VIC,4.5
Kia,2018,Sorento,USED,Automatic,65518,42999,VIC,2.2
Mazda,2018,CX-5,USED,Automatic,58408,32499,VIC,2.0
Nissan,2019,Navara,USED,Automatic,46112,54905,VIC,2.3
Jeep,2015,Wrangler,USED,Manual,98089,32999,VIC,3.6
Mitsubishi,2018,Outlander,USED,Automatic,115823,28990,QLD,2.4
Nissan,2014,Juke,USED,Automatic,106684,18950,VIC,1.6
Ford,2007,Falcon,USED,Manual,215400,13990,VIC,4.0
Toyota,2014,Landcruiser,USED,Manual,282320,31600,VIC,3.0
Holden,2012,Captiva,USED,Automatic,106182,18796,VIC,2.2
Mitsubishi,2020,Eclipse,USED,Automatic,61935,26490,NSW,1.5
Jeep,2013,Wrangler,USED,Automatic,104568,42990,VIC,3.6
Mazda,2020,CX-9,USED,Automatic,37942,56990,VIC,2.5
Hyundai,2018,Elantra,USED,Automatic,63608,21980,VIC,2.0
Skoda,2018,Kodiaq,USED,Automatic,78303,34890,VIC,2.0
Holden,1999,Vectra,USED,Automatic,120333,5990,QLD,2.2
Volkswagen,2015,Polo,USED,Manual,74553,14999,VIC,1.2
Holden,2017,Trailblazer,USED,Automatic,203937,22999,QLD,2.8
Toyota,2009,Landcruiser,USED,Automatic,404016,40670,VIC,4.5
BMW,2008,320D,USED,Automatic,156433,13990,VIC,2.0
Ford,2017,Ranger,USED,Automatic,143738,42990,NSW,3.2
Ford,2021,Ranger,USED,Automatic,52919,59999,VIC,2.0
Honda,2007,Civic,USED,Automatic,213192,8990,VIC,2.0
Nissan,2009,Maxima,USED,Automatic,217994,11950,VIC,3.5
Toyota,2021,Camry,USED,Automatic,59216,27990,NSW,2.5
Audi,2022,A1,USED,Automatic,28856,42705,VIC,1.5
Volvo,2016,XC60,USED,Automatic,95605,35950,VIC,2.0
Mercedes-Benz,2004,ML350,USED,Automatic,162199,12990,VIC,3.7
Mazda,2014,3,USED,Manual,114045,17490,VIC,2.0
Toyota,2019,Camry,USED,Automatic,46117,38858,VIC,2.5
Hyundai,2004,Elantra,USED,Automatic,112950,6499,VIC,2.0
Land,2005,Rover,USED,Automatic,176110,25888,VIC,2.9
Toyota,2013,86,USED,Automatic,110476,27888,VIC,2.0
Toyota,2016,Landcruiser,USED,Automatic,231818,72990,QLD,4.5
Renault,2023,Koleos,NEW,Automatic,9,47880,VIC,2.5
Mazda,2013,CX-5,USED,Automatic,112917,22500,VIC,2.0
Toyota,2021,Landcruiser,USED,Automatic,51770,70880,VIC,2.8
Mazda,2014,3,USED,Automatic,83421,22950,VIC,2.0
Subaru,2016,Forester,USED,Automatic,159007,21990,VIC,2.5
Toyota,2020,Hilux,USED,Automatic,59834,70990,VIC,2.8
Toyota,2014,86,USED,Manual,118125,24990,VIC,2.0
Holden,2018,Colorado,USED,Manual,140209,31990,QLD,2.8
Honda,2009,Jazz,USED,Manual,129000,7999,VIC,1.3
Mitsubishi,2020,Outlander,USED,Automatic,40361,31990,QLD,2.4
Audi,2010,Q7,USED,Automatic,185595,17800,VIC,3.0
Toyota,2016,Kluger,USED,Automatic,96472,44705,VIC,3.5
MG,2022,HS,USED,Automatic,13270,31890,VIC,1.5
Subaru,2009,Impreza,USED,Manual,141923,14627,VIC,2.0
Mitsubishi,2018,ASX,USED,Automatic,111185,21999,VIC,2.0
Lexus,2019,RX350L,USED,Automatic,79501,69388,VIC,3.5
Toyota,2016,HiAce,USED,Automatic,213400,27499,VIC,3.0
Toyota,2015,Landcruiser,USED,Manual,154213,64990,VIC,4.5
Holden,2015,Commodore,USED,Automatic,161301,39495,VIC,6.0
Subaru,2020,Impreza,USED,Automatic,63650,27490,VIC,2.0
Fiat,2014,Freemont,USED,Automatic,87300,14888,VIC,2.4
Nissan,2017,Pathfinder,USED,Automatic,81132,39705,VIC,3.5
Jeep,2011,Wrangler,USED,Automatic,140493,29999,VIC,3.8
